feature_set,n_features,model,algorithm,n_neighbors,calibration,Delta,mean,mean_err
30,30,KNN,kd_tree,7,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,7,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,7,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,9,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,9,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,9,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,9,uncalibrated,0.0374,0,0
30,30,KNN,kd_tree,9,uncalibrated,0.0378,0.138381789497408,0.0437883905186387
30,30,KNN,kd_tree,9,uncalibrated,0.0382,0.869111111111111,0.0545752020142585
30,30,KNN,kd_tree,9,uncalibrated,0.0386,0.999490899834553,0.000509100165457593
30,30,KNN,kd_tree,9,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,9,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,9,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,9,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,9,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,11,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,11,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,11,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,11,uncalibrated,0.0374,9.63020030816657E-05,9.63020030816641E-05
30,30,KNN,kd_tree,11,uncalibrated,0.0378,0.140881430942283,0.0444691856458134
30,30,KNN,kd_tree,11,uncalibrated,0.0382,0.871272727272727,0.0538445881163697
30,30,KNN,kd_tree,11,uncalibrated,0.0386,0.999479329376205,0.000520670623763422
30,30,KNN,kd_tree,11,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,11,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,11,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,11,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,11,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,13,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,13,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,13,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,13,uncalibrated,0.0374,0.000162972620599742,0.000162972620599739
30,30,KNN,kd_tree,13,uncalibrated,0.0378,0.143392104852551,0.0449720513550606
30,30,KNN,kd_tree,13,uncalibrated,0.0382,0.872461538461539,0.0531919971439106
30,30,KNN,kd_tree,13,uncalibrated,0.0386,0.999559432549123,0.000440567450876691
30,30,KNN,kd_tree,13,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,13,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,13,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,13,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,13,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,15,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,15,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,15,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,15,uncalibrated,0.0374,0.000211864406779659,0.000211864406779661
30,30,KNN,kd_tree,15,uncalibrated,0.0378,0.145098039215686,0.045504729651297
30,30,KNN,kd_tree,15,uncalibrated,0.0382,0.873866666666667,0.0524479848145866
30,30,KNN,kd_tree,15,uncalibrated,0.0386,0.999541809851099,0.000458190148911724
30,30,KNN,kd_tree,15,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,15,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,15,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,15,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,15,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,17,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,17,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,17,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,17,uncalibrated,0.0374,0.000249252243270189,0.000249252243270189
30,30,KNN,kd_tree,17,uncalibrated,0.0378,0.146820188521656,0.0458495460265743
30,30,KNN,kd_tree,17,uncalibrated,0.0382,0.874411764705883,0.0522219003319403
30,30,KNN,kd_tree,17,uncalibrated,0.0386,0.9995957145745,0.000404285425510409
30,30,KNN,kd_tree,17,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,17,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,17,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,17,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,17,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,19,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,19,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,19,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,19,uncalibrated,0.0374,0.000278768956289024,0.000278768956289028
30,30,KNN,kd_tree,19,uncalibrated,0.0378,0.148393295612256,0.0461550431369116
30,30,KNN,kd_tree,19,uncalibrated,0.0382,0.875473684210526,0.0518238012036085
30,30,KNN,kd_tree,19,uncalibrated,0.0386,0.999577982757613,0.000422017242418774
30,30,KNN,kd_tree,19,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,19,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,19,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,19,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,19,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,21,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,21,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,21,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,21,uncalibrated,0.0374,0.000333667000333667,0.000333667000333667
30,30,KNN,kd_tree,21,uncalibrated,0.0378,0.150439486139284,0.0464336306928372
30,30,KNN,kd_tree,21,uncalibrated,0.0382,0.876380952380952,0.0514432665660055
30,30,KNN,kd_tree,21,uncalibrated,0.0386,0.999509081983309,0.000490918016691211
30,30,KNN,kd_tree,21,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,21,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,21,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,21,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,21,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,23,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,23,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,23,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,23,uncalibrated,0.0374,0.000348174261217739,0.000348174261217739
30,30,KNN,kd_tree,23,uncalibrated,0.0378,0.151380192256812,0.0465045562319475
30,30,KNN,kd_tree,23,uncalibrated,0.0382,0.877,0.0510988453634671
30,30,KNN,kd_tree,23,uncalibrated,0.0386,0.999551770506489,0.000448229493500757
30,30,KNN,kd_tree,23,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,23,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,23,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,23,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,23,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,25,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,25,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,25,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,25,uncalibrated,0.0374,0.00036036036036036,0.00036036036036036
30,30,KNN,kd_tree,25,uncalibrated,0.0378,0.152738336713997,0.0466263438323525
30,30,KNN,kd_tree,25,uncalibrated,0.0382,0.878,0.0507393653882268
30,30,KNN,kd_tree,25,uncalibrated,0.0386,0.999587628865958,0.000412371134020683
30,30,KNN,kd_tree,25,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,25,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,25,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,25,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,25,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,27,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,27,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,27,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,27,uncalibrated,0.0374,0.000407815222630037,0.000407815222630037
30,30,KNN,kd_tree,27,uncalibrated,0.0378,0.154158215010142,0.0469387325120716
30,30,KNN,kd_tree,27,uncalibrated,0.0382,0.878666666666666,0.0504752099113877
30,30,KNN,kd_tree,27,uncalibrated,0.0386,0.999618174875928,0.000381825124093249
30,30,KNN,kd_tree,27,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,27,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,27,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,27,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,27,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,29,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,29,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,29,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,29,uncalibrated,0.0374,0.000448724586655621,0.000448724586655621
30,30,KNN,kd_tree,29,uncalibrated,0.0378,0.155312303280408,0.0471749912215063
30,30,KNN,kd_tree,29,uncalibrated,0.0382,0.879103448275862,0.0504651709652346
30,30,KNN,kd_tree,29,uncalibrated,0.0386,0.999644507643053,0.00035549235691437
30,30,KNN,kd_tree,29,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,29,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,29,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,29,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,29,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,31,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,31,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,31,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,31,uncalibrated,0.0374,0.000484355323065001,0.000484355323065001
30,30,KNN,kd_tree,31,uncalibrated,0.0378,0.156481057384021,0.047315818028324
30,30,KNN,kd_tree,31,uncalibrated,0.0382,0.879903225806453,0.0502120477560348
30,30,KNN,kd_tree,31,uncalibrated,0.0386,0.999667442633844,0.000332557366145577
30,30,KNN,kd_tree,31,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,31,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,31,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,31,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,31,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,33,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,33,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,33,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,33,uncalibrated,0.0374,0.000515667182333849,0.000515667182333849
30,30,KNN,kd_tree,33,uncalibrated,0.0378,0.157077878173213,0.0473590562652
30,30,KNN,kd_tree,33,uncalibrated,0.0382,0.880727272727273,0.0499890687250513
30,30,KNN,kd_tree,33,uncalibrated,0.0386,0.999652886250835,0.000347113749175541
30,30,KNN,kd_tree,33,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,33,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,33,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,33,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,33,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,35,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,35,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,35,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,35,uncalibrated,0.0374,0.000514800514800515,0.000514800514800515
30,30,KNN,kd_tree,35,uncalibrated,0.0378,0.158301941466243,0.0474974977036425
30,30,KNN,kd_tree,35,uncalibrated,0.0382,0.881371428571429,0.0498968077994115
30,30,KNN,kd_tree,35,uncalibrated,0.0386,0.999672721322206,0.000327278677794104
30,30,KNN,kd_tree,35,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,35,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,35,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,35,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,35,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,37,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,37,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,37,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,37,uncalibrated,0.0374,0.000514027541054568,0.000514027541054568
30,30,KNN,kd_tree,37,uncalibrated,0.0378,0.159448495148293,0.0477976525565753
30,30,KNN,kd_tree,37,uncalibrated,0.0382,0.881972972972973,0.0497328929244108
30,30,KNN,kd_tree,37,uncalibrated,0.0386,0.999690412061514,0.000309587938453808
30,30,KNN,kd_tree,37,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,37,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,37,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,37,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,37,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,39,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,39,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,39,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,39,uncalibrated,0.0374,0.000564667231333898,0.000564667231333898
30,30,KNN,kd_tree,39,uncalibrated,0.0378,0.160685494356894,0.0480212880679103
30,30,KNN,kd_tree,39,uncalibrated,0.0382,0.882512820512821,0.0496189935365781
30,30,KNN,kd_tree,39,uncalibrated,0.0386,0.999706288366082,0.000293711633917867
30,30,KNN,kd_tree,39,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,39,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,39,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,39,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,39,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,41,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,41,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,41,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,41,uncalibrated,0.0374,0.000610366464025001,0.000610366464025
30,30,KNN,kd_tree,41,uncalibrated,0.0378,0.161331816157918,0.0481774849449602
30,30,KNN,kd_tree,41,uncalibrated,0.0382,0.883048780487805,0.0494730204954922
30,30,KNN,kd_tree,41,uncalibrated,0.0386,0.999720615762837,0.000279384237141367
30,30,KNN,kd_tree,41,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,41,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,41,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,41,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,41,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,43,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,43,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,43,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,43,uncalibrated,0.0374,0.000628535512256442,0.000628535512256442
30,30,KNN,kd_tree,43,uncalibrated,0.0378,0.162389735364875,0.0483817781572382
30,30,KNN,kd_tree,43,uncalibrated,0.0382,0.883558139534884,0.0493345903013381
30,30,KNN,kd_tree,43,uncalibrated,0.0386,0.99973361037854,0.000266389621460251
30,30,KNN,kd_tree,43,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,43,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,43,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,43,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,43,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,45,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,45,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,45,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,45,uncalibrated,0.0374,0.000667334000667334,0.000667334000667334
30,30,KNN,kd_tree,45,uncalibrated,0.0378,0.163263466306063,0.0485572766667337
30,30,KNN,kd_tree,45,uncalibrated,0.0382,0.884044444444445,0.0492220538174768
30,30,KNN,kd_tree,45,uncalibrated,0.0386,0.999745449917239,0.000254550082728686
30,30,KNN,kd_tree,45,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,45,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,45,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,45,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,45,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,47,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,47,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,47,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,47,uncalibrated,0.0374,0.000724128383702852,0.000724128383702852
30,30,KNN,kd_tree,47,uncalibrated,0.0378,0.164084415864658,0.0487526295555905
30,30,KNN,kd_tree,47,uncalibrated,0.0382,0.884553191489363,0.048997268584941
30,30,KNN,kd_tree,47,uncalibrated,0.0386,0.999731910019222,0.00026808998074631
30,30,KNN,kd_tree,47,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,47,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,47,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,47,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,47,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,49,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,49,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,49,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,49,uncalibrated,0.0374,0.000735429306857878,0.000735429306857878
30,30,KNN,kd_tree,49,uncalibrated,0.0378,0.164755557395372,0.0489189668521068
30,30,KNN,kd_tree,49,uncalibrated,0.0382,0.884918367346939,0.0488377970617844
30,30,KNN,kd_tree,49,uncalibrated,0.0386,0.999742852467469,0.000257147532552518
30,30,KNN,kd_tree,49,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,49,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,49,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,49,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,49,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,51,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,51,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,51,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,51,uncalibrated,0.0374,0.000745843883098785,0.000745843883098785
30,30,KNN,kd_tree,51,uncalibrated,0.0378,0.165592809131766,0.0490333054585254
30,30,KNN,kd_tree,51,uncalibrated,0.0382,0.885372549019608,0.0487560218609991
30,30,KNN,kd_tree,51,uncalibrated,0.0386,0.999752936684421,0.000247063315589743
30,30,KNN,kd_tree,51,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,51,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,51,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,51,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,51,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,61,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,61,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,61,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,61,uncalibrated,0.0374,0.000804082771295886,0.000804082771295886
30,30,KNN,kd_tree,61,uncalibrated,0.0378,0.168689522162737,0.0495002450608403
30,30,KNN,kd_tree,61,uncalibrated,0.0382,0.887147540983607,0.0483156461049662
30,30,KNN,kd_tree,61,uncalibrated,0.0386,0.999793438867305,0.000206561132706162
30,30,KNN,kd_tree,61,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,61,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,61,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,61,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,61,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,81,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,81,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,81,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,81,uncalibrated,0.0374,0.000840346519358865,0.000840346519358865
30,30,KNN,kd_tree,81,uncalibrated,0.0378,0.173703453284251,0.05039545040166
30,30,KNN,kd_tree,81,uncalibrated,0.0382,0.889777777777779,0.047609442365247
30,30,KNN,kd_tree,81,uncalibrated,0.0386,0.999787874931091,0.000212125068940682
30,30,KNN,kd_tree,81,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,81,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,81,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,81,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,81,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,101,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,101,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,101,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,101,uncalibrated,0.0374,0.00102082280300102,0.00102082280300102
30,30,KNN,kd_tree,101,uncalibrated,0.0378,0.178257988070612,0.0510012518719467
30,30,KNN,kd_tree,101,uncalibrated,0.0382,0.891544554455446,0.0471372384809928
30,30,KNN,kd_tree,101,uncalibrated,0.0386,0.999807197214599,0.000192802785433153
30,30,KNN,kd_tree,101,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,101,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,101,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,101,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,101,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,151,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,151,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,151,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,151,uncalibrated,0.0374,0.00126616682908074,0.00126616682908074
30,30,KNN,kd_tree,151,uncalibrated,0.0378,0.187169710348518,0.052244408318817
30,30,KNN,kd_tree,151,uncalibrated,0.0382,0.895456953642384,0.0461139608383399
30,30,KNN,kd_tree,151,uncalibrated,0.0386,0.999855867337273,0.000144132662737228
30,30,KNN,kd_tree,151,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,151,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,151,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,151,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,151,uncalibrated,0.041,1,0
30,30,KNN,kd_tree,201,uncalibrated,0.036,0,0
30,30,KNN,kd_tree,201,uncalibrated,0.0366,0,0
30,30,KNN,kd_tree,201,uncalibrated,0.037,0,0
30,30,KNN,kd_tree,201,uncalibrated,0.0374,0.001379488941678,0.001379488941678
30,30,KNN,kd_tree,201,uncalibrated,0.0378,0.193075028895925,0.0531567034514737
30,30,KNN,kd_tree,201,uncalibrated,0.0382,0.897845771144279,0.0454752699863893
30,30,KNN,kd_tree,201,uncalibrated,0.0386,0.999880323468557,0.000119676531432237
30,30,KNN,kd_tree,201,uncalibrated,0.039,1,0
30,30,KNN,kd_tree,201,uncalibrated,0.0394,1,0
30,30,KNN,kd_tree,201,uncalibrated,0.0398,1,0
30,30,KNN,kd_tree,201,uncalibrated,0.0402,1,0
30,30,KNN,kd_tree,201,uncalibrated,0.041,1,0
30,30,KNN,ball_tree,1,uncalibrated,0.036,0,0
30,30,KNN,ball_tree,1,uncalibrated,0.0366,0,0
30,30,KNN,ball_tree,1,uncalibrated,0.037,0,0
30,30,KNN,ball_tree,1,uncalibrated,0.0374,0,0
30,30,KNN,ball_tree,1,uncalibrated,0.0378,0.135353535353536,0.0423534479911365
30,30,KNN,ball_tree,1,uncalibrated,0.0382,0.868,0.0547965935680921
30,30,KNN,ball_tree,1,uncalibrated,0.0386,1,0
30,30,KNN,ball_tree,1,uncalibrated,0.039,1,0
30,30,KNN,ball_tree,1,uncalibrated,0.0394,1,0
30,30,KNN,ball_tree,1,uncalibrated,0.0398,1,0
30,30,KNN,ball_tree,1,uncalibrated,0.0402,1,0
30,30,KNN,ball_tree,1,uncalibrated,0.041,1,0
30,30,KNN,ball_tree,3,uncalibrated,0.036,0,0
30,30,KNN,ball_tree,3,uncalibrated,0.0366,0,0
30,30,KNN,ball_tree,3,uncalibrated,0.037,0,0
30,30,KNN,ball_tree,3,uncalibrated,0.0374,0,0
30,30,KNN,ball_tree,3,uncalibrated,0.0378,0.132183908045977,0.0419469600508615
30,30,KNN,ball_tree,3,uncalibrated,0.0382,0.866666666666667,0.0561585058364071
30,30,KNN,ball_tree,3,uncalibrated,0.0386,0.999236349751824,0.000763650248186389
30,30,KNN,ball_tree,3,uncalibrated,0.039,1,0
30,30,KNN,ball_tree,3,uncalibrated,0.0394,1,0
30,30,KNN,ball_tree,3,uncalibrated,0.0398,1,0
30,30,KNN,ball_tree,3,uncalibrated,0.0402,1,0
30,30,KNN,ball_tree,3,uncalibrated,0.041,1,0
30,30,KNN,ball_tree,5,uncalibrated,0.036,0,0
30,30,KNN,ball_tree,5,uncalibrated,0.0366,0,0
30,30,KNN,ball_tree,5,uncalibrated,0.037,0,0
30,30,KNN,ball_tree,5,uncalibrated,0.0374,0,0
30,30,KNN,ball_tree,5,uncalibrated,0.0378,0.133468559837728,0.0422012732422699
30,30,KNN,ball_tree,5,uncalibrated,0.0382,0.8658,0.0562891345347099
30,30,KNN,ball_tree,5,uncalibrated,0.0386,0.999541809851099,0.000458190148911724
30,30,KNN,ball_tree,5,uncalibrated,0.039,1,0
30,30,KNN,ball_tree,5,uncalibrated,0.0394,1,0
30,30,KNN,ball_tree,5,uncalibrated,0.0398,1,0
30,30,KNN,ball_tree,5,uncalibrated,0.0402,1,0
30,30,KNN,ball_tree,5,uncalibrated,0.041,1,0
30,30,KNN,ball_tree,7,uncalibrated,0.036,0,0
30,30,KNN,ball_tree,7,uncalibrated,0.0366,0,0
30,30,KNN,ball_tree,7,uncalibrated,0.037,0,0
30,30,KNN,ball_tree,7,uncalibrated,0.0374,0,0
30,30,KNN,ball_tree,7,uncalibrated,0.0378,0.135757751376412,0.0430365847007612
30,30,KNN,ball_tree,7,uncalibrated,0.0382,0.868142857142857,0.0549797117806469
30,30,KNN,ball_tree,7,uncalibrated,0.0386,0.999345442644401,0.000654557355588318
30,30,KNN,ball_tree,7,uncalibrated,0.039,1,0
30,30,KNN,ball_tree,7,uncalibrated,0.0394,1,0
30,30,KNN,ball_tree,7,uncalibrated,0.0398,1,0
30,30,KNN,ball_tree,7,uncalibrated,0.0402,1,0
30,30,KNN,ball_tree,7,uncalibrated,0.041,1,0
30,30,KNN,ball_tree,9,uncalibrated,0.036,0,0
30,30,KNN,ball_tree,9,uncalibrated,0.0366,0,0
30,30,KNN,ball_tree,9,uncalibrated,0.037,0,0
30,30,KNN,ball_tree,9,uncalibrated,0.0374,0,0
30,30,KNN,ball_tree,9,uncalibrated,0.0378,0.138381789497408,0.0437883905186387
30,30,KNN,ball_tree,9,uncalibrated,0.0382,0.869111111111111,0.0545752020142585
30,30,KNN,ball_tree,9,uncalibrated,0.0386,0.999490899834553,0.000509100165457593
30,30,KNN,ball_tree,9,uncalibrated,0.039,1,0
30,30,KNN,ball_tree,9,uncalibrated,0.0394,1,0
30,30,KNN,ball_tree,9,uncalibrated,0.0398,1,0
30,30,KNN,ball_tree,9,uncalibrated,0.0402,1,0
30,30,KNN,ball_tree,9,uncalibrated,0.041,1,0
30,30,KNN,ball_tree,11,uncalibrated,0.036,0,0
30,30,KNN,ball_tree,11,uncalibrated,0.0366,0,0
30,30,KNN,ball_tree,11,uncalibrated,0.037,0,0
